CHR	BP1	BP2	PRB	GEN	HWU_P	NWU_P	PWU_P	GEN_P
1	12028020	12061326	GI_41350328-S	MFN2	6.13E-01	3.55E-01	6.68E-01	0.5063833005
1	12063377	12144207	GI_23510436-A	TNFRSF8	9.84E-02	7.53E-02	1.72E-01	0.912609968
1	12067052	12079859	GI_11345471-S	MIIP	2.89E-01	1.09E-01	7.68E-01	0.3782981529
1	12111329	12192169	GI_23510436-A	TNFRSF8	1.45E-01	2.38E-02	2.72E-01	0.8426572186
1	12167003	12209220	GI_23312365-S	TNFRSF1B	5.61E-01	1.38E-01	8.19E-01	0.8651525319
1	12214947	12257256	GI_23312365-S	TNFRSF1B	2.79E-01	1.23E-01	6.53E-01	0.8102948663
1	12230056	12512047	GI_42734332-S	VPS13D	6.21E-01	4.34E-01	6.24E-01	0.5085284976
1	12278092	12560085	GI_42734332-S	VPS13D	6.49E-01	6.56E-01	5.08E-01	0.583310723
1	12544696	12669465	GI_20336259-I	PRDM2	3.12E-01	5.27E-01	2.85E-01	0.7203515354
1	12544696	12669465	GI_20336257-I	PRDM2	6.92E-01	5.27E-01	6.60E-01	0.5846815841
1	12567910	12618361	GI_34222303-S	DHRS3	9.19E-01	3.89E-01	9.79E-01	0.1217615006
1	12615961	12665873	GI_34222303-S	DHRS3	8.08E-01	2.70E-01	9.29E-01	0.9010345118
1	13700219	13825079	GI_20336259-I	PRDM2	3.86E-01	8.22E-01	2.32E-01	0.5215341352
1	13700219	13825079	GI_20336257-I	PRDM2	9.71E-01	8.22E-01	9.65E-01	0.7930808642
1	13825064	13950026	GI_20336259-I	PRDM2	4.88E-01	6.49E-01	4.20E-01	0.5830190232
1	13825064	13950026	GI_20336257-I	PRDM2	7.75E-01	6.49E-01	7.20E-01	0.6618732045
1	13998854	14066773	GI_8922276-S	TMEM51	9.04E-01	8.90E-01	6.86E-01	0.2989737994
1	14256454	14276896	GI_42734435-S	EFHD2	2.18E-01	4.85E-01	1.15E-01	0.3052592238
1	14284975	14292965	GI_11321627-S	CTRC	4.41E-01	2.09E-01	6.67E-01	0.4858030405
1	14337387	14370798	GI_14790127-A	CASP9	6.82E-02	1.90E-01	5.96E-02	0.4133189552
1	14417633	14431067	GI_37537721-S	AGMAT	3.36E-01	1.23E-01	7.66E-01	0.3611534722
1	14505777	14507630	GI_5730020-S	RSC1A1	5.77E-02	3.51E-03	5.83E-01	0.6066395765
1	14692961	14785958	GI_14790189-S	SPEN	8.74E-01	5.72E-01	8.99E-01	0.7623440419
1	14787372	14821661	GI_4507996-S	ZBTB17	6.96E-01	7.75E-01	5.47E-01	0.5422326397
1	14859583	14864344	GI_34147560-S	HSPB7	8.45E-01	6.46E-01	8.86E-01	0.4150340649
1	14902743	14918526	GI_32699057-S	FAM131C	9.03E-01	7.31E-01	8.67E-01	0.7925013311
1	14968749	15000153	GI_32967310-S	EPHA2	5.72E-01	4.84E-01	5.13E-01	0.3135880721
1	15042069	15056569	GI_40255148-S	ARHGEF19	8.69E-01	7.26E-01	8.16E-01	0.7687389166
1	15152532	15220478	GI_8922276-S	TMEM51	9.01E-01	8.14E-01	8.18E-01	0.7737447714
1	15277332	15345401	GI_8922276-S	TMEM51	4.00E-01	8.50E-01	2.23E-01	0.655123305
1	15284492	15303914	GI_39725692-S	NECAP2	9.43E-01	8.85E-01	8.44E-01	0.936906335
1	15377973	15378381	GI_24308174-S	NBPF1	7.00E-01	6.86E-01	5.36E-01	0.5785749182
1	15383839	15384116	GI_24308174-S	NBPF1	3.68E-01	3.34E-01	4.61E-01	0.3397317106
1	15389115	15389390	GI_24308174-S	NBPF1	6.80E-01	8.56E-01	2.91E-01	0.7307207364
1	15409895	15430343	GI_42734435-S	EFHD2	1.01E-01	2.24E-01	1.14E-01	0.831871366
1	15438442	15446658	GI_11321627-S	CTRC	2.15E-01	1.63E-01	2.86E-01	0.6613679774
1	15489723	15524912	GI_14790127-A	CASP9	8.53E-01	8.71E-01	6.37E-01	0.4439172246
1	15535095	15555543	GI_42734435-S	EFHD2	8.86E-01	7.33E-01	8.68E-01	0.6885949961
1	15545079	15552161	GI_9665260-A	MFAP2	6.37E-01	7.71E-01	4.06E-01	0.1191122472
1	15545079	15552161	GI_9665258-I	MFAP2	8.55E-01	7.71E-01	7.05E-01	0.9334506928
1	15556532	15582505	GI_13435128-S	ATP13A2	2.10E-01	5.06E-01	1.75E-01	0.8627707287
1	15563607	15571831	GI_11321627-S	CTRC	8.97E-01	6.86E-01	8.86E-01	0.7240685943
1	15571699	15585110	GI_37537721-S	AGMAT	4.52E-01	6.14E-01	3.25E-01	0.6843421807
1	15589311	15624677	GI_9257241-S	SDHB	5.06E-01	6.89E-01	3.81E-01	0.4794374147
1	15616531	15649948	GI_14790127-A	CASP9	3.65E-01	3.41E-01	3.71E-01	0.1184790046
1	15659869	15661722	GI_5730020-S	RSC1A1	5.86E-01	1.80E-01	8.80E-01	0.0830400486
1	15696867	15710276	GI_37537721-S	AGMAT	5.80E-01	8.15E-01	3.09E-01	0.5925090081
1	15775640	15816163	GI_13591857-S	PADI1	1.04E-01	8.71E-01	6.35E-02	0.150145758
1	15785102	15786955	GI_5730020-S	RSC1A1	7.19E-01	4.90E-01	7.10E-01	0.7128561706
1	15847864	15940455	GI_14790189-S	SPEN	8.73E-01	9.11E-01	5.47E-01	0.3216312514
1	15880966	15936461	GI_6912575-S	PADI4	9.04E-01	9.32E-01	6.20E-01	0.8320797654
1	15941869	15976132	GI_4507996-S	ZBTB17	9.74E-01	9.12E-01	9.42E-01	0.8441797219
1	15972883	16065485	GI_14790189-S	SPEN	8.82E-01	8.98E-01	5.85E-01	0.6214865325
1	15979184	16012475	GI_29789089-S	RCC2	7.78E-01	7.15E-01	6.22E-01	0.7602716089
1	16014028	16018790	GI_34147560-S	HSPB7	7.18E-01	2.21E-01	9.48E-01	0.4451080105
1	16057769	16073632	GI_32699057-S	FAM131C	6.44E-01	5.32E-01	5.87E-01	0.5509010299
1	16066899	16101159	GI_4507996-S	ZBTB17	7.54E-01	6.19E-01	7.15E-01	0.4431188101
1	16112643	16271825	GI_33354274-S	ARHGEF10L	7.42E-01	6.99E-01	6.27E-01	0.6337568421
1	16124337	16156087	GI_32967310-S	EPHA2	8.00E-01	7.36E-01	6.65E-01	0.6816956942
1	16139026	16143787	GI_34147560-S	HSPB7	7.32E-01	8.06E-01	4.74E-01	0.3286334766
1	16182877	16198717	GI_32699057-S	FAM131C	3.50E-01	5.33E-01	3.15E-01	0.1376040488
1	16198104	16212609	GI_40255148-S	ARHGEF19	7.88E-01	6.21E-01	7.81E-01	0.5531893411
1	16249454	16281203	GI_32967310-S	EPHA2	5.04E-01	3.95E-01	5.11E-01	0.3840952811
1	16323212	16337699	GI_40255148-S	ARHGEF19	7.75E-01	3.75E-01	8.83E-01	0.3811031879
1	16329017	16400763	GI_32698756-S	ACTL8	1.69E-01	5.60E-01	1.54E-01	0.3960880287
1	16440672	16460090	GI_39725692-S	NECAP2	8.27E-01	5.65E-01	8.50E-01	0.7973724146
1	16562427	16613605	GI_24308174-S	NBPF1	2.56E-01	6.25E-01	1.39E-01	0.5965858489
1	16565964	16585382	GI_39725692-S	NECAP2	5.29E-01	6.94E-01	3.32E-01	0.5527223578
1	16687788	16749917	GI_24308174-S	NBPF1	2.80E-01	6.41E-01	1.88E-01	0.7499450502
1	16974502	16981586	GI_9665260-A	MFAP2	4.13E-01	7.26E-01	3.25E-01	0.7477238285
1	16974502	16981586	GI_9665258-I	MFAP2	7.57E-01	7.26E-01	6.54E-01	0.04635934
1	16985958	17011972	GI_13435128-S	ATP13A2	6.98E-01	7.52E-01	5.69E-01	0.4192854314
1	17018722	17054170	GI_9257241-S	SDHB	4.94E-01	4.47E-01	4.84E-01	0.5332954563
1	17053729	17058798	GI_22748806-S	KLHDC7A	5.31E-01	3.22E-02	7.45E-01	0.5154365444
1	17203638	17321488	GI_7524358-A	PAX7	8.09E-01	6.40E-01	7.76E-01	0.5519986293
1	17205126	17246006	GI_13591857-S	PADI1	1.26E-01	6.59E-01	1.08E-01	0.3034801375
1	17308195	17364000	GI_6912575-S	PADI4	7.25E-01	3.21E-01	8.07E-01	0.4492950651
1	17406755	17439754	GI_29789089-S	RCC2	9.06E-01	6.69E-01	8.87E-01	0.6067475146
1	17409311	17416419	GI_9665258-I	MFAP2	2.75E-01	1.20E-01	4.37E-01	0.0300393951
1	17409311	17416419	GI_9665260-A	MFAP2	3.24E-01	1.20E-01	5.23E-01	0.2624497816
1	17420791	17446761	GI_13435128-S	ATP13A2	5.29E-01	7.65E-01	3.47E-01	0.7965675727
1	17442100	17473468	GI_25777735-A	ALDH4A1	3.83E-02	1.79E-01	4.99E-02	0.7321567987
1	17442100	17473468	GI_25777733-I	ALDH4A1	5.26E-01	1.79E-01	7.40E-01	0.8542048108
1	17453561	17489010	GI_9257241-S	SDHB	3.72E-01	6.79E-02	8.19E-01	0.7965058038
1	17520197	17697875	GI_33354274-S	ARHGEF10L	5.72E-01	7.01E-03	9.70E-01	0.4028539862
1	17640028	17680932	GI_13591857-S	PADI1	2.53E-01	2.81E-02	5.09E-01	0.6243784729
1	17647560	17783291	GI_24416001-S	UBR4	9.27E-03	4.44E-02	1.41E-02	0.6213096489
1	17743078	17796994	GI_6912575-S	PADI4	9.78E-01	8.63E-01	9.69E-01	0.7096236038
1	17755313	17827063	GI_32698756-S	ACTL8	3.81E-01	6.86E-01	2.44E-01	0.7003462982
1	17824619	17833165	GI_18490986-S	MRTO4	1.97E-01	1.69E-01	3.22E-01	0.329223707
1	17841584	17874664	GI_29789089-S	RCC2	4.27E-01	6.49E-02	9.59E-01	0.8130617816
1	17875577	17884829	GI_41327763-S	AKR7A2	6.40E-01	3.78E-01	7.08E-01	0.1134952572
1	17911593	18058441	GI_4826658-S	CAPZB	6.36E-01	6.08E-01	5.08E-01	0.6174744974
1	17974731	18132686	GI_33354274-S	ARHGEF10L	9.54E-01	8.50E-01	9.53E-01	0.5057673501
1	18190121	18261875	GI_32698756-S	ACTL8	2.45E-01	4.63E-01	2.37E-01	0.626745805
1	18215821	18231031	GI_33519445-A	NBL1	6.76E-02	5.37E-01	5.95E-02	0.100098765
1	18215821	18231031	GI_33519446-I	NBL1	6.65E-01	5.37E-01	6.15E-01	0.1709170012
1	18237853	18252991	GI_4504544-S	HTR6	4.26E-02	4.24E-01	3.35E-02	0.4304642827
1	18254239	18370369	GI_42476209-S	TMCO4	2.03E-02	8.87E-01	1.43E-02	0.2521076812
1	18480930	18485999	GI_22748806-S	KLHDC7A	9.57E-01	7.65E-01	9.70E-01	0.6294337406
1	18547710	18552716	GI_20149501-S	PLA2G2A	4.10E-02	6.06E-01	2.33E-02	0.6597697023
1	18631006	18748866	GI_7524358-A	PAX7	7.68E-01	7.21E-01	6.83E-01	0.3571410324
1	18711560	18722616	GI_12383057-S	PLA2G2F	2.46E-01	6.36E-01	2.15E-01	0.6989971177
1	18758315	18765679	GI_31377582-S	UBXN10	2.49E-01	3.06E-01	2.53E-01	0.6520965701
1	18871430	18902799	GI_25777735-A	ALDH4A1	7.97E-01	8.49E-01	5.45E-01	0.6913817838
1	18871430	18902799	GI_25777733-I	ALDH4A1	9.68E-01	8.49E-01	9.40E-01	0.8844292067
1	18916583	18921652	GI_22748806-S	KLHDC7A	3.05E-01	2.91E-01	3.64E-01	0.939402111
1	19055013	19058818	GI_31324542-S	CAMK2N1	6.84E-01	4.51E-01	6.94E-01	0.0415038451
1	19066628	19184492	GI_7524358-A	PAX7	9.41E-01	8.38E-01	9.18E-01	0.4408328552
1	19072017	19080749	GI_13375704-S	MUL1	7.99E-01	9.08E-01	4.99E-01	0.5286680736
1	19074506	19210318	GI_24416001-S	UBR4	5.22E-02	7.97E-01	4.29E-02	0.8143881456
1	19161467	19190528	GI_11386156-S	CDA	4.94E-01	1.94E-01	6.26E-01	0.0198742248
1	19206074	19224136	GI_14165271-S	PINK1	2.01E-01	4.58E-01	1.70E-01	0.5471797422
1	19224399	19234152	GI_34147559-S	DDOST	1.49E-01	7.42E-01	5.64E-02	0.9542877563
1	19251581	19260128	GI_18490986-S	MRTO4	7.73E-01	6.24E-01	6.65E-01	0.9517538328
1	19302708	19312146	GI_41327763-S	AKR7A2	5.53E-01	4.08E-01	5.31E-01	0.5767351686
1	19307273	19338658	GI_25777735-A	ALDH4A1	6.88E-01	4.34E-01	6.97E-01	0.6410814007
1	19307273	19338658	GI_25777733-I	ALDH4A1	7.41E-01	4.34E-01	7.73E-01	0.5123041677
1	19314898	19359180	GI_7705416-S	HP1BP3	8.22E-01	5.45E-01	8.30E-01	0.7695581663
1	19338773	19485641	GI_4826658-S	CAPZB	6.64E-01	2.30E-01	7.85E-01	0.5270978629
1	19378733	19749505	GI_10092600-S	EIF4G3	5.83E-01	4.46E-01	5.77E-01	0.0339957207
1	19510241	19646027	GI_24416001-S	UBR4	9.06E-02	5.60E-01	6.74E-02	0.1736342536
1	19643229	19658456	GI_33519445-A	NBL1	1.70E-01	3.62E-01	1.53E-01	0.3095968331
1	19643229	19658456	GI_33519446-I	NBL1	3.89E-01	3.62E-01	3.77E-01	0.8370989303
1	19665287	19680966	GI_4504544-S	HTR6	7.46E-02	2.59E-01	7.32E-02	0.6824420038
1	19682213	19799931	GI_42476209-S	TMCO4	8.25E-03	4.27E-01	8.97E-03	0.6566153396
1	19687405	19695952	GI_18490986-S	MRTO4	3.20E-01	6.59E-01	2.22E-01	0.810807992
1	19738505	19747943	GI_41327763-S	AKR7A2	7.06E-01	2.39E-01	8.18E-01	0.8450201362
1	19774569	19921404	GI_4826658-S	CAPZB	6.36E-01	7.83E-01	4.68E-01	0.4584671123
1	19789436	19917657	GI_4503442-S	ECE1	9.21E-01	7.95E-01	8.91E-01	0.2495789601
1	19975431	19980439	GI_20149501-S	PLA2G2A	3.48E-02	8.73E-02	4.74E-02	0.0874511677
1	20010588	20055185	GI_14149996-S	NBPF3	8.04E-01	3.99E-01	8.70E-01	0.5851410258
1	20078997	20094228	GI_33519445-A	NBL1	2.61E-01	3.87E-01	2.12E-01	0.7873373605
1	20078997	20094228	GI_33519446-I	NBL1	3.52E-01	3.87E-01	2.99E-01	0.9465028132
1	20079620	20148672	GI_13787192-S	ALPL	1.25E-01	3.99E-02	4.32E-01	0.715771325
1	20101041	20116717	GI_4504544-S	HTR6	1.95E-02	4.68E-02	4.10E-02	0.1931623975
1	20117964	20235643	GI_42476209-S	TMCO4	1.65E-02	2.29E-02	3.12E-02	0.0051578986
1	20139330	20150386	GI_12383057-S	PLA2G2F	5.15E-02	1.49E-02	1.58E-01	0.9188797055
1	20186085	20196047	GI_31377582-S	UBXN10	4.82E-01	5.68E-01	4.29E-01	0.693679683
1	20248246	20353123	GI_18860906-S	USP48	8.56E-01	2.84E-01	9.53E-01	0.75989603
1	20411642	20416650	GI_20149501-S	PLA2G2A	1.71E-01	8.02E-01	1.15E-01	0.4654745544
1	20482391	20486235	GI_31324542-S	CAMK2N1	8.46E-01	7.42E-01	7.38E-01	0.1169460278
1	20499448	20508181	GI_13375704-S	MUL1	8.53E-01	7.76E-01	7.42E-01	0.6958561687
1	20575501	20586557	GI_12383057-S	PLA2G2F	1.61E-01	8.31E-01	1.11E-01	0.5543830058
1	20588951	20618908	GI_11386156-S	CDA	5.01E-01	7.09E-01	3.82E-01	0.4264511739
1	20622255	20629619	GI_31377582-S	UBXN10	1.53E-01	2.01E-01	1.82E-01	0.3736811272
1	20622960	20663212	GI_16357470-I	CDC42	2.72E-01	5.78E-01	2.48E-01	0.2604697571
1	20622960	20663212	GI_16357471-I	CDC42	2.82E-01	5.78E-01	2.57E-01	0.6364692946
1	20633455	20651511	GI_14165271-S	PINK1	2.56E-01	6.85E-01	2.18E-01	0.6646493398
1	20651767	20661544	GI_34147559-S	DDOST	8.79E-02	1.09E-03	3.62E-01	0.6770334612
1	20742678	20787315	GI_7705416-S	HP1BP3	2.64E-01	4.65E-01	2.55E-01	0.6421217671
1	20806292	21176888	GI_10092600-S	EIF4G3	8.95E-01	5.13E-01	9.46E-01	0.5964008612
1	20919287	20923131	GI_31324542-S	CAMK2N1	9.68E-01	8.76E-01	9.56E-01	0.6118552159
1	20936341	20945071	GI_13375704-S	MUL1	7.71E-01	7.82E-02	9.84E-01	0.4161998563
1	21021764	21101066	GI_37221179-S	ZBTB40	1.48E-01	8.01E-01	1.12E-01	0.4726489869
1	21025824	21055781	GI_11386156-S	CDA	6.61E-01	6.80E-01	5.67E-01	0.1040916538
1	21070747	21088823	GI_14165271-S	PINK1	5.48E-01	8.50E-01	3.32E-01	0.9231310177
1	21089079	21098837	GI_34147559-S	DDOST	6.01E-01	8.77E-01	3.45E-01	0.7819277215
1	21179997	21223982	GI_7705416-S	HP1BP3	1.20E-01	5.32E-01	8.40E-02	0.1184037
1	21207463	21210520	GI_7705752-S	C1QA	1.52E-01	2.88E-01	1.46E-01	0.6718458081
1	21214476	21218943	GI_27363487-S	C1QC	8.76E-01	7.43E-01	8.24E-01	0.6465165481
1	21217247	21345541	GI_4503442-S	ECE1	7.53E-01	6.36E-01	6.53E-01	0.0860903926
1	21224021	21232298	GI_11038661-S	C1QB	4.68E-01	3.82E-01	4.55E-01	0.8493491664
1	21243574	21614986	GI_10092600-S	EIF4G3	7.06E-01	7.33E-01	5.38E-01	0.8940680971
1	21351920	21485793	GI_17975764-A	EPHB2	2.86E-01	5.81E-01	2.11E-01	0.9160702422
1	21351920	21485793	GI_24797104-I	EPHB2	8.52E-01	5.81E-01	8.56E-01	0.2930713327
1	21440090	21484900	GI_14149996-S	NBPF3	9.19E-01	5.11E-01	9.66E-01	0.7898980788
1	21508982	21578412	GI_13787192-S	ALPL	4.83E-01	9.23E-01	2.10E-01	0.4316083732
1	21590111	21655045	GI_30794499-S	KDM1A	6.83E-01	7.72E-01	4.78E-01	0.525554572
1	21655386	21783707	GI_4503442-S	ECE1	9.23E-01	7.30E-01	9.05E-01	0.7946759084
1	21678298	21783195	GI_18860906-S	USP48	8.82E-01	7.18E-01	8.42E-01	0.8008270284
1	21762979	21765813	GI_39725667-S	HTR1D	1.84E-01	5.34E-01	1.64E-01	0.5685401741
1	21878592	21923391	GI_14149996-S	NBPF3	6.93E-01	4.62E-01	7.02E-01	0.4451525378
1	21888335	21922947	GI_14141188-S	HNRNPR	2.84E-01	4.49E-01	2.77E-01	0.3719893175
1	21937991	21948419	GI_24308298-S	ZNF436	8.11E-01	4.99E-01	8.46E-01	0.7016151509
1	21947891	22016920	GI_13787192-S	ALPL	6.70E-01	6.46E-01	5.83E-01	0.0971828668
1	22005544	22061244	GI_19923539-S	ASAP3	4.30E-01	8.60E-01	2.22E-01	0.7757460172
1	22052627	22092943	GI_16357471-I	CDC42	5.93E-01	6.71E-01	3.87E-01	0.8328663222
1	22052627	22092943	GI_16357470-I	CDC42	8.59E-01	6.71E-01	8.71E-01	0.3564351792
1	22083477	22108254	GI_34485718-S	E2F2	4.15E-01	5.95E-01	2.71E-01	0.0654402066
1	22116743	22222156	GI_18860906-S	USP48	7.37E-01	5.86E-02	9.84E-01	0.815985973
1	22134776	22136609	GI_32171181-S	ID3	5.00E-01	5.12E-01	4.02E-01	0.8478434722
1	22268974	22273620	GI_15431289-S	RPL11	1.65E-01	5.74E-01	1.50E-01	0.1765361311
1	22327072	22340121	GI_4507388-S	TCEB3	6.54E-01	7.76E-01	5.19E-01	0.4992285607
1	22356450	22366299	GI_21361836-S	PITHD1	1.82E-01	4.23E-01	1.79E-01	0.259437711
1	22369224	22373606	GI_20302149-S	LYPLA2	2.08E-02	6.98E-01	1.68E-02	0.5148818764
1	22373666	22378871	GI_9945333-S	GALE	4.77E-01	5.79E-01	3.87E-01	0.8213195357
1	22379944	22403530	GI_4504426-S	HMGCL	3.27E-01	4.90E-01	2.67E-01	0.0546612568
1	22423234	22446489	GI_24475878-S	FUCA1	2.88E-01	3.60E-01	2.83E-01	0.086059659
1	22451851	22531157	GI_37221179-S	ZBTB40	3.51E-01	3.88E-01	3.58E-01	0.3284142379
1	22491651	22531931	GI_16357470-I	CDC42	1.52E-01	4.15E-01	1.49E-01	0.3987435791
1	22491651	22531931	GI_16357471-I	CDC42	6.54E-01	4.15E-01	6.64E-01	0.831345131
1	22539641	22543289	GI_20127576-S	PNRC2	2.97E-01	2.32E-01	3.40E-01	0.4794773907
1	22546274	22560287	GI_16905515-I	SRSF10	4.62E-02	2.10E-01	5.67E-02	0.6257995076
1	22546274	22560287	GI_16905516-I	SRSF10	1.63E-01	2.10E-01	1.92E-01	0.4451995354
1	22635721	22691562	GI_40255105-S	MYOM3	7.24E-01	7.05E-01	6.20E-01	0.597011653
1	22636625	22639682	GI_7705752-S	C1QA	9.32E-01	8.13E-01	8.53E-01	0.9819867723
1	22643625	22648110	GI_27363487-S	C1QC	8.64E-01	7.80E-01	7.81E-01	0.3477848775
1	22653189	22661637	GI_11038661-S	C1QB	4.16E-01	5.75E-01	3.54E-01	0.5909511347
1	22710770	22915330	GI_24797104-I	EPHB2	7.26E-01	6.62E-01	6.43E-01	0.0374513525
1	22710770	22915330	GI_17975764-A	EPHB2	7.76E-01	6.62E-01	7.18E-01	0.0045851095
1	22890783	22970063	GI_37221179-S	ZBTB40	6.08E-01	7.47E-01	4.73E-01	0.2533523659
1	22898243	22943658	GI_38049008-I	GRHL3	2.91E-01	6.58E-01	2.17E-01	0.3431072942
1	23019443	23083691	GI_30794499-S	KDM1A	9.53E-01	8.84E-01	9.40E-01	0.5278931752
1	23075637	23078694	GI_7705752-S	C1QA	3.05E-01	7.05E-01	1.43E-01	0.1275552139
1	23082633	23087117	GI_27363487-S	C1QC	9.79E-01	9.70E-01	9.60E-01	0.3022301363
1	23084210	23118912	GI_38455419-S	RCAN3	5.82E-01	9.28E-01	2.58E-01	0.4614372669
1	23092196	23100535	GI_11038661-S	C1QB	7.03E-01	4.15E-01	7.66E-01	0.0729305716
1	23149831	23354155	GI_17975764-A	EPHB2	4.72E-01	6.16E-01	4.19E-01	0.5835454
1	23149831	23354155	GI_24797104-I	EPHB2	7.09E-01	6.16E-01	6.53E-01	0.7289038044
1	23191895	23194729	GI_39725667-S	HTR1D	4.55E-01	5.16E-01	3.41E-01	0.2585725007
1	23226021	23256316	GI_42542378-S	SRRM1	6.88E-01	5.39E-01	6.48E-01	0.5415161107
1	23309767	23344650	GI_14141188-S	HNRNPR	1.65E-01	1.23E-01	2.20E-01	0.6566720933
1	23328646	23424410	GI_7330334-S	CLIC4	3.25E-01	2.24E-01	3.74E-01	0.7399325798
1	23359448	23369864	GI_24308298-S	ZNF436	8.05E-01	6.31E-01	7.78E-01	0.4971077123
1	23428563	23484257	GI_19923539-S	ASAP3	5.59E-02	4.85E-01	5.31E-02	0.3850250165
1	23458660	23522895	GI_30794499-S	KDM1A	1.57E-01	1.89E-01	1.91E-01	0.0232474498
1	23479020	23544351	GI_4757917-S	RUNX3	5.37E-01	3.42E-01	5.64E-01	0.355209901
1	23506428	23531220	GI_34485718-S	E2F2	2.38E-01	2.47E-01	2.68E-01	0.8084974355
1	23557930	23559794	GI_32171181-S	ID3	8.61E-02	6.47E-01	5.83E-02	0.2046237847
1	23631124	23633958	GI_39725667-S	HTR1D	6.90E-01	9.26E-01	1.38E-01	0.9126946485
1	23691779	23696425	GI_15431289-S	RPL11	1.28E-01	7.07E-01	5.35E-02	0.4915138103
1	23743366	23762059	GI_4507388-S	TCEB3	9.13E-01	6.69E-01	8.91E-01	0.5172650795
1	23748964	23783552	GI_14141188-S	HNRNPR	8.55E-01	5.78E-01	8.94E-01	0.1782244502
1	23778386	23788232	GI_21361836-S	PITHD1	8.36E-01	5.87E-01	8.30E-01	0.7189652446
1	23791123	23795539	GI_20302149-S	LYPLA2	1.70E-02	6.84E-01	5.28E-03	0.620278095
1	23795599	23800804	GI_9945333-S	GALE	7.71E-01	7.99E-01	5.38E-01	0.0535163757
1	23798637	23809049	GI_24308298-S	ZNF436	8.77E-01	8.82E-01	6.40E-01	0.7984453414
1	23801877	23825459	GI_4504426-S	HMGCL	8.89E-01	8.87E-01	8.19E-01	0.3045911301
1	23802882	23813128	GI_7661635-S	SYF2	2.94E-01	8.98E-01	6.61E-02	0.4857692949
1	23845077	23868369	GI_24475878-S	FUCA1	5.48E-01	8.07E-01	3.98E-01	0.2002714238
1	23867778	23923435	GI_19923539-S	ASAP3	5.70E-01	9.31E-01	3.16E-01	0.0590115271
1	23918848	23942816	GI_20357549-S	TMEM50A	7.49E-01	6.66E-01	6.69E-01	0.3334820371
1	23945595	23970369	GI_34485718-S	E2F2	3.27E-01	3.96E-01	3.32E-01	0.4003867834
1	23959811	23963462	GI_20127576-S	PNRC2	5.27E-01	6.14E-01	4.64E-01	0.5758940596
1	23966445	23980463	GI_16905515-I	SRSF10	6.24E-02	1.56E-02	1.42E-01	0.6393577335
1	23966445	23980463	GI_16905516-I	SRSF10	1.47E-01	1.56E-02	3.38E-01	0.7301209693
1	23997097	23998961	GI_32171181-S	ID3	1.11E-01	6.79E-01	9.02E-02	0.5881040719
1	24014311	24083703	GI_31542660-S	TMEM57	4.89E-01	9.19E-01	1.78E-01	0.7495750757
1	24056041	24112175	GI_40255105-S	MYOM3	8.96E-01	9.26E-01	5.67E-01	0.0660702128
1	24124497	24149801	GI_22027529-S	LDLRAP1	9.36E-01	8.32E-01	8.61E-01	0.5106721585
1	24130853	24135499	GI_15431289-S	RPL11	3.52E-01	1.99E-01	4.84E-01	0.7233496314
1	24182608	24201320	GI_4507388-S	TCEB3	7.98E-01	8.18E-01	5.89E-01	0.4161692952
1	24197844	24355078	GI_9966902-S	MAN1C1	5.95E-01	7.64E-01	3.94E-01	0.8456149523
1	24217668	24227511	GI_21361836-S	PITHD1	8.11E-01	9.10E-01	4.11E-01	0.7126879053
1	24230436	24234818	GI_20302149-S	LYPLA2	4.24E-01	1.94E-01	7.66E-01	0.9104111632
1	24234878	24240083	GI_9945333-S	GALE	8.31E-01	7.68E-01	8.44E-01	0.0924549036
1	24241156	24264719	GI_4504426-S	HMGCL	7.26E-01	8.83E-01	2.83E-01	0.9064295233
1	24284300	24307588	GI_24475878-S	FUCA1	2.92E-01	3.16E-01	2.85E-01	0.0267068852
1	24319322	24364482	GI_38049008-I	GRHL3	1.11E-01	1.65E-01	1.84E-01	0.8717408189
1	24360764	24368869	GI_9966902-S	MAN1C1	4.68E-01	6.07E-01	3.14E-01	0.5500739508
1	24383830	24400647	GI_28827777-S	SEPN1	6.80E-02	7.88E-01	5.26E-02	0.6255298908
1	24399050	24402692	GI_20127576-S	PNRC2	4.57E-01	7.37E-01	3.33E-01	0.5726782258
1	24405675	24419683	GI_16905515-I	SRSF10	6.81E-02	7.14E-01	5.16E-02	0.0784555373
1	24405675	24419683	GI_16905516-I	SRSF10	3.08E-01	7.14E-01	2.37E-01	0.4535200611
1	24466602	24489287	GI_44890049-I	STMN1	1.70E-01	2.76E-02	8.99E-01	0.9557189872
1	24466602	24489287	GI_44889961-A	STMN1	3.49E-01	2.76E-02	9.95E-01	0.1251681553
1	24495395	24551149	GI_40255105-S	MYOM3	8.22E-01	5.40E-01	8.48E-01	0.5542881524
1	24502351	24537020	GI_38455419-S	RCAN3	5.87E-01	6.38E-01	4.77E-01	0.4050347921
1	24540816	24578700	GI_4758877-S	PAFAH2	5.66E-01	7.47E-01	4.51E-01	0.0589313078
1	24643103	24673281	GI_42542378-S	SRRM1	6.48E-02	1.30E-02	3.36E-01	0.1659460652
1	24691580	24705960	GI_22779869-S	PDIK1L	4.28E-01	1.87E-01	5.82E-01	0.3818849977
1	24745269	24844324	GI_7330334-S	CLIC4	6.74E-01	3.26E-01	7.33E-01	0.8483548658
